squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
6415,49,1,0,10,85896,8,2,2008,0,0,6429,4256,3708,0,24,646205.8
1440,93,1,0,49,44317,8,3,2012,1,0,257,988,4313,0,32,150945.2
89115,16,0,1,97,38815,10,6,2001,0,0,6854,6563,45,0,9,8925347.1
55529,26,1,0,8,5759,3,7,2006,0,1,58,9879,8961,1,84,5555606.6
54924,12,0,1,69,81191,8,8,1995,1,0,5424,4182,9281,1,75,5501007.5
99819,37,1,0,21,20773,8,2,1992,1,0,6344,3409,108,0,9,9986201.2
34608,71,1,0,52,18621,5,10,1992,1,1,8695,820,1547,0,68,3468236.2
91036,45,0,0,7,16941,5,3,2018,1,1,6440,1418,4988,0,54,9104801.8
62105,20,0,1,33,22724,1,8,1994,1,0,934,6409,8423,0,65,6216917.4
41751,80,1,1,13,78126,1,2,1998,1,0,6917,5314,4093,1,42,4186067.8
54016,21,1,1,19,7503,8,9,1996,0,1,9129,1,5020,0,80,5406725.6
40809,75,1,1,12,36356,8,9,1990,1,1,638,235,6917,1,21,4088548
20453,35,1,1,4,84199,6,10,1998,0,0,3657,6806,6915,0,86,2050744.8
92974,48,1,0,59,85337,1,9,2006,0,0,8907,3143,3445,0,48,9301880.6
9612,7,0,0,14,9241,8,6,2005,1,1,1158,4394,5356,1,96,963488.5
9367,43,0,0,88,38207,1,5,2002,0,0,1101,8529,4493,1,21,941614.2
83963,83,1,1,35,21600,1,2,1994,0,0,7079,3645,2837,1,31,8406700.4
54980,50,0,0,15,37363,4,7,2012,1,1,5595,9951,7057,0,43,5499011.2
70226,30,0,1,77,27962,9,3,2008,1,1,8583,3849,718,0,48,7032304.8
31786,9,1,0,25,33740,2,1,2009,1,0,7818,1494,6296,1,15,3182233.9
28320,76,0,0,3,3545,10,4,2017,0,1,1721,2423,2985,0,77,2833009.7
34893,45,1,1,21,37937,4,2,1995,0,0,3494,110,9058,0,6,3495808.5
88648,99,1,0,34,87239,4,9,2001,0,1,7161,5574,2117,0,29,8870854.1
25251,31,0,0,27,64317,2,9,2009,0,0,4886,5830,3620,0,92,2527587.9
8922,15,1,0,11,40862,2,3,2014,1,1,1832,6736,9386,0,58,895070.4
39535,44,1,0,30,30130,3,6,1996,0,0,5352,7444,9432,1,42,3958503.6
87047,55,1,0,30,7120,10,4,2005,1,0,287,9493,1,0,12,8709056.5
64851,13,0,1,88,90453,7,7,1998,1,0,2127,5573,6218,0,39,6492448.8
34575,60,1,0,67,20785,7,8,2001,0,0,5990,7532,1678,1,42,3465378.1
81837,30,0,0,12,27437,1,3,2017,1,1,1009,9896,9749,0,40,8185059.7
25508,22,0,1,48,47644,5,1,1994,1,0,4173,9719,9796,0,20,2560432.4
38701,64,0,1,43,79884,3,4,1994,0,0,1762,2264,5368,0,37,3872401.4
4771,3,1,1,8,54449,5,8,2008,1,1,260,1628,172,0,93,485217.8
57841,25,1,0,40,31468,8,2,2010,1,1,6340,8324,1636,1,93,5788581
11029,93,1,0,29,41720,10,6,2010,1,1,8494,4811,8086,1,78,1107498
58836,74,1,1,2,36053,9,7,2017,0,0,8529,457,9331,0,46,5888214.7
7438,70,1,1,20,32310,10,3,2003,1,1,7412,9673,3497,0,85,753012.3
81498,95,1,1,28,73772,6,10,2007,1,1,8658,3078,2706,1,54,8158900.7
70077,65,0,0,43,43933,9,1,1990,1,0,6088,9949,8511,1,44,7012548
69882,74,0,1,96,399,2,10,2021,0,1,8172,2144,8296,1,61,7001142.1
16131,92,1,1,67,17788,9,10,2011,0,1,8820,2801,7770,0,68,1625583.1
3524,83,1,1,84,501,9,8,1999,0,0,9642,1296,2856,1,99,362218.9
66843,40,0,1,4,23115,3,4,1990,1,0,911,8815,4170,0,82,6686549
89168,7,0,1,68,22649,9,6,2021,1,0,8588,3924,5902,1,46,8921146.1
28977,65,1,0,67,98741,6,4,2008,0,1,4188,1581,4541,1,78,2905297.8
82188,54,0,1,100,11193,1,3,2010,1,1,516,9343,4433,0,28,8228878
98704,3,1,1,34,14117,6,5,1995,1,0,2485,7782,8992,1,74,9879924.5
89823,34,1,0,55,81000,7,7,1990,1,1,5285,5089,2190,1,44,8990716
37410,41,0,1,8,44682,5,3,2007,1,1,5129,3611,2654,0,11,3743925.7
13501,63,1,1,71,40399,4,4,1999,1,1,9039,8465,6297,1,23,1356995.9
69696,34,0,1,13,65899,6,1,2002,1,0,9049,970,5934,0,20,6974054.2
43224,77,0,1,74,89035,2,10,1991,0,0,3921,8507,5532,0,79,4326846.1
23547,2,1,1,79,93030,9,3,2004,0,1,2027,1397,5096,1,47,2368617.4
37876,14,1,0,6,29760,4,5,2001,0,0,7969,1322,4847,0,0,3789943.1
34260,6,1,0,1,16108,7,6,2010,1,0,8429,8123,1461,0,3,3431013
56422,26,1,1,18,16945,9,4,1994,1,1,3405,2029,8687,0,85,5650731.4
64380,48,0,1,79,70094,5,2,2006,1,0,1690,6167,1207,1,21,6445810.6
75801,70,1,1,99,60503,2,9,1992,0,0,6654,3830,2501,0,77,7590022.2
63147,3,0,1,94,91851,8,4,1999,0,1,3837,7959,1076,0,15,6318843.9
51490,96,1,0,61,37993,3,10,1998,0,0,3815,2621,6930,0,74,5157896.8
57060,74,1,1,54,2086,2,8,1992,0,1,3248,9503,4205,0,49,5713895.2
74335,22,0,1,95,42106,6,1,2010,1,0,2138,7305,8120,0,26,7440756
4161,28,1,0,87,72057,6,5,1990,0,0,5298,8975,2660,1,69,423978
80257,3,1,0,35,78384,8,8,2000,0,0,7626,5526,3765,0,84,8028585
85531,77,1,1,97,24755,2,2,2008,0,0,5042,9632,5085,1,54,8563383.8
36311,71,1,1,33,45046,7,3,2005,0,0,4167,6519,9834,1,40,3638456.5
35585,87,0,0,65,22394,4,10,2008,1,0,8902,3893,868,0,28,3561895.8
41965,17,1,1,16,55784,9,4,2009,1,0,7008,4765,3555,0,52,4202078.9
49632,67,1,1,77,39371,5,8,2007,1,1,7916,4817,7635,1,74,4975941.7
88906,97,1,1,42,46526,1,9,1999,0,0,4179,4164,5243,1,89,8900096.9
43108,91,1,1,48,32676,6,3,1996,1,1,1750,2078,1258,1,82,4317950.6
72350,63,0,1,70,30127,9,4,2021,0,1,3686,7360,6787,1,57,7240015.1
2767,16,1,0,84,48882,3,6,2016,1,0,5401,9395,7175,1,75,282383.6
90417,13,0,0,88,2994,5,2,1996,0,0,301,6134,1357,0,82,9043733.6
52963,46,1,0,98,754,2,4,1993,1,0,21,6572,6425,0,79,5304444.3
40124,40,1,1,8,15680,2,1,2015,1,1,5020,5098,5419,1,43,4020581.5
2834,32,1,1,100,68858,5,2,1993,1,1,7674,9238,4294,1,87,298607.3
44810,37,1,1,61,77617,9,8,1999,1,1,154,2012,9091,0,30,4496102.9
16551,19,0,0,65,87457,5,5,2017,1,0,2960,4783,7704,0,74,1659456.7
69940,26,1,1,75,89678,6,3,2006,1,1,6442,3988,3898,0,68,7005549.6
80068,50,1,0,62,67281,8,10,2008,0,1,2497,8407,4411,0,18,8014310.8
41483,67,1,1,92,87077,8,5,2007,0,0,5213,8215,2217,0,24,4157252.7
7966,92,1,1,74,27135,8,1,1996,1,0,4786,5622,2976,0,75,806178.6
11660,99,1,1,34,34354,9,2,1994,1,1,2253,2685,8891,1,19,1175301.4
76219,79,0,0,26,26323,3,10,2002,0,0,873,3234,1372,1,93,7623030.2
36700,34,1,0,67,32710,6,10,2017,1,1,7506,3949,3465,1,0,3680020.7
34053,47,0,1,70,76780,8,4,2018,1,0,8935,3441,7772,1,83,3413933.8
48880,56,1,1,45,61269,10,6,2019,0,1,9333,9199,1193,0,75,4896006.9
47725,82,0,1,62,23498,4,1,2004,1,0,8308,9059,5658,1,61,4778144.4
38568,44,0,1,77,85110,1,5,2017,1,1,1711,9460,6573,1,5,3866494.7
24497,27,1,1,23,78655,8,4,2013,1,1,6184,2322,3047,0,65,2459173.3
68449,96,1,0,98,58917,3,5,2012,1,0,7980,6930,1356,1,15,6852081.2
69394,99,1,1,39,22367,4,9,1992,0,0,2732,2075,8174,1,25,6948330.2
98923,45,0,1,70,50551,5,10,1997,1,1,4024,5934,9006,0,62,9899512.7
15927,8,0,0,29,57071,1,10,1990,1,0,3741,1014,835,1,74,1595237
23330,31,1,0,18,18401,7,4,2006,1,1,2397,2864,1795,0,85,2336874.6
88857,100,0,0,45,91668,1,6,2021,1,0,6224,8708,7679,0,19,8887817.1
64087,38,1,1,13,94357,9,1,1997,1,0,364,5951,7010,1,51,6415886.7
47184,6,0,0,5,38927,1,4,2013,0,1,5234,4980,6656,0,9,4719026.3
57652,27,1,1,77,49496,8,9,1999,1,0,1905,84,3597,0,28,5775100.9
12113,38,1,0,22,27403,4,2,2010,1,1,6550,7116,1402,1,24,1218338
10320,59,0,0,5,43995,9,9,2020,0,1,2433,3762,1902,1,31,1033047
18244,7,1,0,75,36238,10,4,1992,0,0,9803,3319,9227,0,33,1830305.2
21850,98,0,1,88,35358,4,3,2003,0,1,6409,1412,4114,0,34,2193665.3
38900,54,0,1,68,53402,7,8,2012,0,0,2476,7537,1742,1,79,3899539.2
86836,59,1,0,26,2461,3,2,1992,1,0,872,6950,7916,1,37,8687510.2
76847,62,1,1,12,6965,7,8,2012,0,0,9378,4203,1824,1,83,7692386.2
40131,12,0,1,14,35318,4,9,2017,0,1,1427,4499,6279,1,72,4015913.7
5399,72,0,0,14,71012,5,8,2002,0,0,6996,1230,3290,0,30,541400.2
78766,74,1,1,93,78265,5,7,2004,0,0,6686,6215,4391,0,65,7885472.4
44524,21,1,0,47,19835,4,6,2011,0,0,2638,6133,3909,1,51,4458898.1
36016,37,1,1,56,83518,9,6,1996,1,0,5238,3784,5354,0,58,3609085.6
38525,88,0,0,68,45289,10,2,1998,0,0,2014,8582,126,1,89,3856259.8
83630,84,0,0,34,11751,3,6,1996,0,0,337,7803,6403,0,94,8365831.6
95012,69,1,1,54,3920,4,7,1993,0,1,9355,731,7653,0,90,9507621.3
56093,48,1,0,25,57059,1,1,2015,1,0,8845,9457,4224,0,20,5612610.5
97125,55,0,0,77,47825,5,9,1991,1,0,6145,6235,5270,0,7,9717846.1
96862,60,1,0,65,39656,3,4,2010,0,0,7290,544,5088,0,19,9692136
76559,85,1,1,71,16128,9,6,2007,1,0,6140,7356,2862,0,77,7667379.7
17118,9,1,0,11,63080,9,10,1992,0,0,1058,9066,390,1,85,1715896.2
2474,18,1,1,57,67796,3,4,2000,1,1,124,8415,5781,1,30,255687
89245,56,1,0,34,82900,3,7,2021,1,0,151,8938,2662,1,74,8929089.1
8649,13,1,0,2,47652,3,2,2003,1,1,7963,4528,9449,0,99,866991.3
55052,6,0,0,67,30748,7,8,1992,1,0,5499,9979,2116,1,90,5506954.2
20795,40,0,0,60,88810,9,10,2021,1,0,2716,4450,3014,1,62,2083472.1
26851,33,1,0,81,51785,3,8,2021,0,1,4503,45,1503,0,85,2696192.1
37501,82,0,1,54,22280,8,4,2005,0,1,2574,9915,2558,0,77,3753718.5
55210,36,1,1,74,75087,5,2,1990,1,0,9641,836,8108,0,46,5534621
28881,24,0,0,73,19599,3,10,2003,0,1,8218,4250,5995,1,33,2890767.3
76357,62,0,0,53,85383,9,10,2014,1,0,9152,1790,4912,1,42,7641162.4
4615,43,0,0,89,70985,10,2,1993,1,1,3684,6977,7035,0,5,464557.3
55913,28,1,0,58,41078,10,10,1998,1,0,5350,6066,3310,1,33,5597100.8
78379,89,0,1,24,37797,1,9,2012,1,1,2996,5159,3499,0,1,7845500.2
34251,49,1,1,29,99184,2,8,2011,0,1,1617,7697,8148,0,41,3436757.1
86399,80,1,0,14,18296,5,4,1998,0,1,6583,8704,8230,0,65,8644081.8
39383,13,0,0,97,45027,10,9,1994,0,1,33,3355,2819,1,16,3948123.4
56477,25,1,0,88,73449,8,3,2021,1,1,6692,5509,7736,0,61,5654683.1
41039,31,0,1,30,94120,4,8,2004,1,1,561,7853,598,1,34,4109145.4
40212,25,1,1,51,2149,1,6,2002,1,1,2037,3638,2767,1,22,4031505.2
49667,13,1,1,90,6607,6,5,1993,0,1,8626,9607,8126,1,14,4981644.3
94185,46,1,0,6,28593,3,10,2015,1,0,2952,2376,1487,1,6,9422126.5
8587,84,0,0,76,39994,2,7,2004,1,0,899,766,3558,0,27,863836.4
48209,96,1,0,4,8668,2,2,2002,1,0,7112,6500,7233,1,91,4824521.2
86196,25,0,1,92,13155,6,8,1998,0,1,3049,2847,5383,0,79,8632393.8
85811,63,0,0,87,97260,1,2,1990,1,1,6431,6335,5418,0,8,8585142
83781,49,1,0,2,16482,3,7,2004,0,1,4861,3138,6504,1,54,8380398.4
93186,72,0,1,55,29704,5,7,1999,1,1,9578,1022,4908,0,95,9324080.9
40170,56,1,0,65,78898,5,5,2021,1,0,5171,222,3965,0,28,4027462.1
51550,1,0,1,88,20892,3,1,1990,1,0,2832,4192,7270,1,49,5162107
60450,94,1,0,16,35385,8,3,2018,0,1,406,7381,350,1,55,6049182.8
32032,97,0,1,97,22051,1,8,1994,1,1,2837,4609,1189,1,20,3211995.4
34341,31,0,1,58,60068,1,1,1990,1,0,7361,1398,2607,1,26,3438239
76231,13,1,1,51,54996,2,3,2016,1,0,3950,5818,8769,1,93,7630312.6
48293,39,0,0,62,26517,8,2,2019,1,1,8544,9559,1559,0,71,4834765.9
73176,77,0,0,20,75187,9,6,1997,1,1,6319,3616,693,1,25,7320329.7
79833,76,1,0,84,49077,6,10,1996,0,0,29,1181,8532,1,26,7996012.6
18996,80,1,1,3,63651,3,9,1996,0,0,5209,3968,3126,1,84,1909482.6
27040,94,1,0,2,27750,9,6,1997,1,1,2429,3573,3226,1,66,2709165.7
97020,26,1,1,46,51903,1,4,2017,1,1,5305,775,7396,0,55,9709732.7
29888,51,1,0,66,1498,2,4,2004,0,1,844,6617,6451,1,5,2993396.4
36794,79,1,0,82,55157,5,2,2013,1,0,3235,7402,9291,0,39,3684574.3
65151,3,1,1,32,47798,9,9,1995,0,0,9656,8312,4346,0,22,6522454.5
24376,58,0,0,56,91493,9,8,1994,1,1,8066,9556,2595,1,29,2440665.4
40337,18,1,0,29,53131,10,8,2003,0,1,3339,9765,2331,1,5,4038079.3
38709,63,1,0,29,61961,3,4,2015,0,1,1944,10,5081,0,15,3876891.5
20276,99,0,0,75,67843,8,10,1994,1,1,7180,8310,4981,0,86,2031824.4
2242,31,1,0,95,42548,1,1,2001,1,1,7075,3706,4120,0,36,235096.1
41665,63,0,1,94,1474,6,4,2013,0,0,9230,9066,2845,1,35,4177468.3
22290,58,0,1,67,98345,3,4,2010,1,1,5223,9932,2035,1,70,2237880
7006,42,1,0,79,3291,1,8,2013,1,1,7534,6786,4557,1,55,707042.3
69192,47,0,1,14,50927,9,6,1993,1,1,4078,315,6121,1,72,6924996.3
66119,39,1,0,64,86171,8,5,1991,0,1,5860,4947,6402,1,7,6617914.1
46204,1,0,1,70,41817,1,10,1997,0,0,8771,4753,6021,0,5,4627498.7
18564,19,0,1,27,45460,4,6,2018,1,0,3316,7929,6811,1,61,1860039.8
1885,81,0,0,46,91798,9,6,1994,1,0,4447,703,9966,1,68,191971.4
31328,54,1,1,62,63889,10,5,1993,0,0,7677,4204,853,0,47,3143977.3
85883,94,0,0,63,71589,5,4,1991,0,1,4613,9853,774,0,53,8590524.1
35791,35,1,1,12,80052,8,5,2010,0,1,9357,4487,7917,1,42,3587493
26540,98,1,0,34,37414,2,5,2018,0,0,7378,1093,8782,0,70,2659404.8
97365,90,0,0,74,59928,4,10,2007,1,1,9302,4806,8435,1,64,9738114.7
34022,1,1,0,1,60153,4,4,1996,0,1,3603,1673,9651,0,23,3406116.6
95455,15,0,1,99,41336,3,6,2019,0,0,6529,4583,2910,1,66,9558236.9
63099,32,1,1,19,92666,2,9,1998,1,0,4309,422,7550,0,55,6319109.8
64052,17,0,1,10,40568,1,9,2003,0,0,2837,4408,7787,0,21,6408854.3
6253,87,0,0,7,67528,5,10,2017,1,1,7079,5797,3516,0,73,626613.7
66657,25,0,0,32,5768,4,10,1997,0,0,6454,8994,5463,1,32,6668307.7
42674,36,0,1,5,9068,3,3,2014,1,1,4636,286,4453,0,34,4269275.4
34669,61,0,1,39,26397,1,5,2000,1,1,7936,9291,2961,1,26,3472884
77643,56,0,0,93,79223,4,7,2011,1,1,955,6148,3064,1,4,7771146.1
61734,28,0,1,82,8504,3,9,2016,1,0,6757,433,5700,0,7,6185807.6
19718,16,1,1,19,81851,5,8,2000,1,0,1897,1671,7002,0,2,1980264
54333,63,0,0,14,64761,2,3,2002,0,0,9576,3327,5503,0,18,5433936.2
63297,55,1,0,34,92227,4,3,2011,1,0,5359,1233,395,0,29,6335162.1
54172,74,0,0,16,44125,3,8,1999,1,0,6026,9665,2294,1,58,5417909.9
71362,82,1,1,16,17573,9,6,2007,0,0,2951,1297,5580,0,96,7143972.7
98258,16,1,0,80,99094,3,4,2014,0,0,1528,9438,4217,0,0,9829479.4
48524,37,0,0,77,33606,8,10,2014,1,1,1957,2388,1542,0,21,4858483.4
64513,82,0,0,91,74746,4,3,2003,0,1,7431,8222,5813,1,3,6454630.3
93762,86,0,0,87,82538,10,6,2000,1,0,3878,2385,3363,0,33,9385104
5110,3,0,1,66,50256,10,5,2007,0,0,3300,3841,4053,0,33,522829.7
98822,8,0,1,78,63039,1,5,2003,0,1,7318,7251,8954,1,90,9885598.3
68572,54,1,1,87,21174,7,10,2011,0,1,7267,9654,3693,1,84,6866663.1
770,68,0,0,80,60122,4,8,2010,0,1,8681,6583,6306,0,54,83521
96930,14,0,0,80,1941,9,3,1994,0,0,3924,6206,6141,0,20,9701569.4
79652,93,0,1,64,80098,5,1,2008,0,1,4996,7204,4023,0,57,7972747.8
30138,93,0,1,44,17598,5,3,2015,1,0,7658,271,6216,0,88,3018674.5
32471,15,0,1,77,83941,1,7,1990,0,0,7094,8235,1140,0,55,3255201
47768,81,0,1,15,82149,10,10,1996,0,0,9614,5326,7653,1,46,4781426.6
17016,82,1,1,89,83172,9,9,2010,1,0,6166,9438,6514,1,96,1712726
85187,75,0,1,52,4874,6,10,1990,0,1,5245,4722,1713,0,51,8521819
25982,16,1,1,72,70259,6,6,2019,1,0,1896,2045,6923,1,41,2607420.9
18307,76,0,0,11,73830,6,8,2009,1,1,3188,1182,2115,1,69,1832205.9
69180,63,0,0,50,35595,9,9,1993,1,1,9378,8365,9448,0,90,6920799.3
19714,32,0,0,98,59635,1,1,2003,0,0,5509,3458,6349,1,20,1978706.3
9737,37,1,0,51,37533,7,7,2017,0,0,3023,3403,8353,1,81,979748.7
25405,91,0,0,46,69908,9,5,1993,0,1,7113,104,3077,1,33,2541947.3
87685,37,0,1,29,36296,2,9,2014,1,0,2948,3061,9489,1,98,8772035.4
80046,94,1,1,34,95426,3,7,2003,1,1,5968,3136,3508,1,85,8014282.3
45305,47,0,0,52,88365,1,3,2001,0,1,6427,305,3680,0,42,4533446.1
55814,100,1,0,95,40489,10,3,1999,1,0,8796,8192,6841,0,85,5591445.9
19969,96,1,0,36,50290,10,4,2011,0,0,2056,8193,6992,1,70,2003559.1
29524,52,0,1,89,30203,9,3,2020,1,1,5614,3923,9896,1,64,2965157
380,4,1,1,62,9403,7,5,2002,1,0,1608,6594,1148,0,84,45184.2
69173,49,1,1,36,5724,5,5,2007,1,0,2803,7193,2366,1,87,6929298.7
62155,59,1,1,61,17241,1,6,2007,1,1,1697,4319,8367,1,88,6225416.7
37006,8,1,0,54,80535,5,7,1990,0,1,6837,9515,3182,0,57,3709125
32974,12,1,1,50,13197,8,8,2018,1,1,952,7601,5437,1,73,3303547.8
51933,53,1,1,24,36359,8,7,2006,1,0,8220,7248,8104,1,40,5202028.6
72467,18,1,1,53,31947,5,9,2004,0,0,7539,4076,1748,1,17,7257594.4
25704,43,1,0,33,64271,4,7,1996,1,1,1012,6477,4156,1,94,2575019.6
74052,80,1,0,54,16746,8,10,1993,1,0,5406,7310,6368,0,22,7413316.3
2548,75,1,0,74,25901,7,8,1991,0,0,1933,4977,4902,0,48,261533.1
4187,100,1,0,41,7742,2,3,2004,0,0,3883,7004,3038,1,62,421086.4
86122,92,0,1,72,65520,7,4,2020,0,0,677,1814,703,1,34,8622607
15561,18,0,1,68,1594,5,8,2008,1,1,190,7459,7294,1,89,1559588.8
54045,35,1,1,60,36664,2,7,2015,1,0,8776,9308,9859,1,94,5415620.5
77429,70,1,1,13,89362,9,4,1990,0,1,207,6945,9694,1,98,7747748
24578,60,0,1,4,8957,5,3,2000,0,0,3695,110,8103,1,72,2463051
56540,64,1,1,63,12020,1,3,1990,0,1,3689,5304,6672,0,52,5665613
38761,7,0,1,6,99504,5,9,2018,1,1,6570,2131,9898,0,24,3879029.8
52282,78,0,0,96,78459,5,5,1994,0,1,4054,4806,2331,1,20,5233745.4
51497,16,1,0,36,78111,2,9,1998,1,0,3139,3761,7666,1,44,5154045.8
25063,48,0,0,100,95166,8,9,2019,0,1,7677,5406,7288,1,98,2516001.9
39910,75,1,0,87,92391,3,5,2017,0,1,5458,4199,2933,1,20,3997816.7
41439,87,1,0,30,16503,8,8,2006,0,0,8113,9968,3785,1,78,4150655.6
85788,54,1,0,30,74535,7,9,1992,0,0,8497,2002,8995,1,11,8584134.2
7499,47,0,1,11,1065,6,6,2020,0,0,7887,7022,9705,0,4,752861
67491,25,1,0,76,58705,10,4,1997,0,1,9439,6860,5231,0,16,6753697.7
196,56,0,1,98,53558,8,6,2014,1,0,2663,1650,721,1,52,23818.4
27503,90,0,0,46,24262,9,8,1995,0,1,6284,2259,6640,1,17,2752897.5
875,29,1,1,37,25449,7,4,2009,1,0,3570,1928,5860,0,29,94145.9
92151,67,1,0,90,6559,2,2,2014,0,1,7860,7803,1213,1,89,9228543.4
2646,5,1,0,63,4499,10,8,2021,0,0,1143,1640,5960,0,11,271693.1
79647,3,1,1,61,72814,6,5,2001,0,0,4387,1227,9732,0,40,7974272.1
18315,64,0,0,77,1647,3,7,2001,0,1,2273,5593,8384,0,15,1837517.1
43224,55,0,1,92,83982,5,7,2007,1,1,3889,7735,9183,0,59,4327213.7
8423,41,1,0,86,96892,4,5,2009,1,1,7805,5939,5719,1,76,848903.9
62766,25,1,1,23,40478,3,5,2013,0,1,4652,7173,7417,1,26,6281751.3
28106,70,0,0,37,44356,3,2,1990,0,0,2819,5476,2198,1,18,2812207
72178,26,0,0,20,11575,8,6,1990,1,0,8235,4354,6219,0,47,7219819
66866,12,1,0,63,2117,5,4,1993,0,1,8431,2007,2797,1,2,6692180.3
1296,39,0,1,42,60574,10,1,2005,0,1,4394,5959,8408,1,95,134386.5
27302,4,0,0,42,46722,6,8,2020,1,0,6334,9909,7394,0,73,2731742
60166,29,1,0,29,94953,2,9,1995,0,1,396,9674,341,1,78,6020914.5
52297,79,0,1,41,95769,7,10,2010,1,0,8046,1826,2949,0,78,5236809
82968,98,1,0,97,34106,9,8,1998,1,0,6424,6461,6833,0,1,8308551.8
88977,68,0,0,50,78824,3,6,1998,0,0,126,5773,2082,1,5,8901399.8
51182,34,0,0,21,70825,1,6,2000,1,0,9186,7715,5137,1,87,5120582
84400,35,0,1,16,8851,1,2,2000,1,1,426,8647,7105,0,74,8443276
39699,99,0,1,48,41724,2,3,2007,0,0,9525,6156,9006,0,64,3979425.7
78396,52,1,0,41,93969,7,5,2016,0,1,3778,9042,9597,0,45,7845427.6
30894,25,0,0,12,84795,10,7,2020,1,1,3323,5498,505,1,32,3090970
30164,37,0,0,55,61024,6,5,2017,1,1,1904,1677,5235,0,91,3021646.7
5264,4,1,0,60,15295,6,7,2000,1,1,1666,4155,4084,1,94,535227
69246,63,1,0,29,43940,5,3,1995,1,1,4516,5884,7585,0,19,6927717.5
13405,13,1,1,68,14820,1,4,2017,1,0,8113,1641,7769,0,9,1350019.7
61869,96,0,0,3,13257,2,2,2013,0,1,6093,3800,9208,0,72,6187458.3
79666,66,0,1,14,41746,9,8,2007,0,0,2193,9488,4759,1,12,7969998.7
16257,5,0,0,11,33650,6,7,2016,1,1,7940,5932,2525,0,76,1626865.6
8515,68,1,1,35,50694,3,10,2010,0,0,2324,8987,4983,1,70,860887
41832,91,1,1,43,93072,1,7,2012,1,0,1528,4961,1897,0,55,4192258.2
37098,69,1,0,23,37665,5,4,2014,0,1,3009,3202,8783,0,90,3713807.4
24604,28,1,0,86,43736,4,8,2020,0,1,1129,5545,5590,1,86,2472003
42098,82,0,0,90,81395,7,1,2013,0,1,6078,145,1620,0,39,4217661.3
40926,15,0,0,71,70316,9,10,2009,0,0,5434,3707,6786,1,37,4098433.9
6459,52,1,0,61,2621,6,2,1996,0,1,5048,2439,9797,0,53,652739.6
86353,55,1,1,4,55542,3,3,2018,1,1,4619,7844,3102,1,85,8639234.8
43954,38,1,1,4,86255,7,9,2003,1,1,3088,1388,5131,0,8,4401306.3
73568,8,0,0,29,3053,6,7,1998,0,0,6621,9469,6424,1,81,7358227.8
36343,1,1,0,39,16373,2,4,2013,1,1,6632,4399,646,1,17,3641586.3
65797,89,1,0,3,57283,2,6,2002,0,1,9074,2035,16,1,55,6584708.2
32191,41,1,0,18,89568,1,5,2009,1,1,3288,7908,5669,1,71,3224795.9
13574,88,1,1,27,22822,6,9,2006,1,1,3768,7759,356,1,4,1363541.6
20683,36,0,1,96,11479,4,2,1995,1,1,528,6421,9451,1,49,2076684.5
48100,18,1,1,68,40712,5,1,1998,1,1,6066,9635,9409,1,77,4821619.8
14142,21,0,0,13,89808,7,3,2021,0,1,9113,6333,5336,1,28,1415823.1
518,35,1,0,86,73855,2,2,1995,1,0,6158,1655,9298,0,60,58191.5
24631,96,0,0,78,40012,4,1,2010,0,1,4126,8958,565,0,53,2465183
41178,97,1,1,52,49681,8,10,1992,0,0,3529,533,2009,0,87,4128828.2
92787,82,1,1,29,9791,8,4,1990,1,1,1351,8702,3856,1,63,9287386
33190,84,1,0,82,17730,6,9,2016,1,0,6824,7586,9298,1,2,3326422.6
85059,90,0,1,71,89574,6,6,2018,1,0,5470,4479,4175,0,57,8512407.8
85569,56,1,1,35,47589,5,1,2019,1,1,1784,9702,1657,0,30,8562874.9
36140,96,0,1,48,6817,9,1,2011,0,1,7608,6220,4771,0,95,3619301.1
38812,19,0,0,6,4270,2,8,2009,1,1,302,6595,1213,1,32,3882476.9
61263,53,0,0,43,55902,2,5,1994,1,1,9808,7951,7711,0,12,6128289.4
39453,62,1,1,43,77020,4,8,2021,1,0,5382,6816,2997,0,17,3954111.1
53063,39,1,0,63,73100,8,8,2002,1,0,4749,5479,5102,1,35,5315445.2
9539,35,0,0,30,13512,9,1,2014,0,1,3572,9660,9866,1,55,955981.4
5090,11,1,0,25,46505,2,7,2000,0,1,1795,376,543,1,29,514415
25765,67,1,1,34,1231,2,7,2015,1,1,6281,571,9396,1,26,2585769.5
4134,42,1,1,73,27922,9,5,2019,1,1,8859,8440,7204,0,79,426775.9
35216,26,0,1,67,13155,4,2,2013,0,0,4620,2337,1516,1,8,3528669.3
51383,82,1,1,34,84982,3,2,2016,1,1,8740,880,2322,0,82,5146945.6
19446,22,1,0,58,9698,1,10,2018,1,0,1437,2804,1443,1,53,1947709.8
26291,88,1,1,40,66948,10,1,2021,0,1,416,5885,2299,1,74,2641330.1
48353,19,0,0,73,30676,9,6,1991,1,0,1169,1768,5330,1,37,4843230.1
59649,55,0,1,9,33089,3,4,2000,1,0,1066,8312,5393,0,50,5967491
37557,3,1,0,41,73980,5,8,1999,1,1,755,4009,2875,0,27,3764785.9
21502,22,1,0,60,36257,1,3,2017,0,1,5288,1253,3259,1,47,2158299.7
29444,29,0,0,63,43866,7,6,2008,1,0,8178,898,6982,1,91,2947292.8
